username,max_buzzer_prob,mean_buzzer_prob,n_tweets,n_buzzer_tweets,content_dup_score_max,lexical_similarity_score_mean,temporal_burst_score_max,posting_freq_per_hour_max,sna_out_deg_max,sna_in_deg_max,sna_betweenness_max,buzzer_label
tilehopper,0.030398576,0.0133678485,5,0,0.7025,0.014879999999999999,0.6,3,2.0,3.0,0.0,Non-Buzzer
AkuilaOpo,0.029942207,0.029942207,1,0,1.0,0.0035,1.0,1,1.0,0.0,0.0,Non-Buzzer
Andradeva001,0.029332126,0.029332126,1,0,1.0,0.0125,1.0,1,1.0,0.0,0.0,Non-Buzzer
wildanfird15,0.029304635,0.017325226,2,0,0.3753,0.02725,1.0,2,2.0,0.0,0.0,Non-Buzzer
_hendrasusanto,0.029036887,0.011615648,3,0,0.3384,0.021599999999999998,0.6666666666666666,2,1.0,1.0,0.0,Non-Buzzer
mencaridaratan,0.028448189,0.01622185,2,0,0.6022,0.01365,1.0,2,0.0,0.0,0.0,Non-Buzzer
dombolord,0.028330982,0.028330982,1,0,0.4878,0.0056,1.0,1,0.0,0.0,0.0,Non-Buzzer
TirpitzRtx,0.028263167,0.028263167,1,0,1.0,0.0125,1.0,1,1.0,1.0,0.0,Non-Buzzer
chaaphrodite,0.028151121,0.01119718,3,0,0.3896,0.015266666666666666,0.6666666666666666,2,1.0,1.0,0.0,Non-Buzzer
z___vyi,0.027430825,0.027430825,1,0,0.6021,0.0089,1.0,1,0.0,0.0,0.0,Non-Buzzer
HaYoYo86,0.027157752,0.027157752,1,0,0.2681,0.0138,1.0,1,0.0,0.0,0.0,Non-Buzzer
knightmuro,0.026999392,0.021690106,2,0,0.4865,0.0135,0.5,1,2.0,0.0,0.0,Non-Buzzer
Leefan_arashi,0.026868291,0.026868291,1,0,0.4696,0.0175,1.0,1,0.0,0.0,0.0,Non-Buzzer
orang_ngumpet,0.026865317,0.026865317,2,0,1.0,0.0127,0.5,1,1.0,0.0,0.0,Non-Buzzer
DViolett_,0.026273368,0.022606067,2,0,0.5888,0.00715,1.0,2,0.0,0.0,0.0,Non-Buzzer
dieformealice,0.026089318,0.026089318,1,0,0.7798,0.006,1.0,1,0.0,0.0,0.0,Non-Buzzer
TouriHaganashi,0.02550652,0.02550652,1,0,0.3704,0.0038,1.0,1,1.0,0.0,0.0,Non-Buzzer
The_Discomafia,0.02441427,0.013161807,2,0,0.3423,0.01395,0.5,1,2.0,0.0,0.0,Non-Buzzer
RashkaLLC,0.024220932,0.024220932,1,0,0.6226,0.0029,1.0,1,1.0,1.0,0.0,Non-Buzzer
adangRP,0.024047049,0.024047049,1,0,0.5965,0.0158,1.0,1,0.0,0.0,0.0,Non-Buzzer
fredywaw,0.02385153,0.02385153,1,0,0.5522,0.0165,1.0,1,0.0,0.0,0.0,Non-Buzzer
bayiajaib,0.023628043,0.01309297,2,0,0.5146,0.022850000000000002,1.0,2,1.0,1.0,0.0,Non-Buzzer
daniddarmawan15,0.02361483,0.02361483,1,0,0.6069,0.0154,1.0,1,0.0,0.0,0.0,Non-Buzzer
galtzarr,0.023504922,0.012858297,2,0,0.4457,0.012799999999999999,1.0,2,0.0,0.0,0.0,Non-Buzzer
gillsevensense,0.023146946,0.023146946,1,0,0.6607,0.0094,1.0,1,0.0,0.0,0.0,Non-Buzzer
kopikasir,0.023007238,0.023007238,1,0,0.8577,0.006,1.0,1,0.0,0.0,0.0,Non-Buzzer
Kotaro_4844,0.023007238,0.023007238,1,0,0.8577,0.0059,1.0,1,0.0,0.0,0.0,Non-Buzzer
RuuRirina,0.022612875,0.013046315,2,0,0.605,0.0060999999999999995,0.5,1,0.0,0.0,0.0,Non-Buzzer
gunnersbald,0.022380367,0.01896534,2,0,0.5431,0.0215,1.0,2,0.0,0.0,0.0,Non-Buzzer
FKRSM_,0.022139743,0.022139743,1,0,0.4762,0.0074,1.0,1,0.0,0.0,0.0,Non-Buzzer
FaeezEmpire,0.022087015,0.012571564,2,0,0.6978,0.0144,0.5,1,1.0,0.0,0.0,Non-Buzzer
joyminzip,0.021733105,0.021733105,1,0,0.4806,0.0061,1.0,1,0.0,0.0,0.0,Non-Buzzer
xxmryyx,0.021586645,0.021586645,1,0,1.0,0.0092,1.0,1,0.0,0.0,0.0,Non-Buzzer
PaulERS89,0.021498505,0.021498505,1,0,0.2616,0.0192,1.0,1,1.0,0.0,0.0,Non-Buzzer
wibi_januar,0.021479994,0.021479994,1,0,0.5246,0.0153,1.0,1,1.0,0.0,0.0,Non-Buzzer
azurestasera,0.021316968,0.012154881,2,0,0.4651,0.01405,1.0,2,0.0,0.0,0.0,Non-Buzzer
hanadee_20,0.021197908,0.021197908,1,0,0.5877,0.0017,1.0,1,0.0,0.0,0.0,Non-Buzzer
karz_sept,0.020981047,0.011568334,2,0,0.373,0.014950000000000001,1.0,2,2.0,0.0,0.0,Non-Buzzer
WahyuAr19799578,0.020975307,0.020975307,1,0,0.467,0.001,1.0,1,1.0,0.0,0.0,Non-Buzzer
3000inuniverse,0.020471852,0.020471852,1,0,0.5555,0.0037,1.0,1,0.0,0.0,0.0,Non-Buzzer
wonvoyager,0.020379022,0.020379022,1,0,0.6022,0.0025,1.0,1,0.0,0.0,0.0,Non-Buzzer
1RONiC_,0.020285694,0.020285694,1,0,0.2817,0.0225,1.0,1,1.0,0.0,0.0,Non-Buzzer
suirets,0.020217365,0.011361572,3,0,0.5767,0.016666666666666666,0.6666666666666666,2,3.0,0.0,0.0,Non-Buzzer
KRathalos97,0.019735457,0.019735457,1,0,0.3983,0.0135,1.0,1,1.0,0.0,0.0,Non-Buzzer
ryoyabunap,0.019722925,0.019722925,1,0,0.5624,0.0159,1.0,1,1.0,0.0,0.0,Non-Buzzer
nipoonie,0.019715713,0.010848245,2,0,0.6214,0.014450000000000001,1.0,2,0.0,0.0,0.0,Non-Buzzer
arnoediad,0.019580353,0.019580353,1,0,0.4016,0.0117,1.0,1,0.0,0.0,0.0,Non-Buzzer
dennyrd,0.019438135,0.019438135,1,0,0.7528,0.0022,1.0,1,1.0,0.0,0.0,Non-Buzzer
adityamnugraha,0.019363679,0.019363679,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
melekmedia,0.019282876,0.009366999,3,0,0.4489,0.0128,0.3333333333333333,1,0.0,0.0,0.0,Non-Buzzer
rezatri07,0.019120486,0.019120486,1,0,0.2783,0.0247,1.0,1,1.0,0.0,0.0,Non-Buzzer
hrenyue,0.019088332,0.019088332,1,0,0.6665,0.0032,1.0,1,0.0,0.0,0.0,Non-Buzzer
hiseyyno,0.01899122,0.01899122,1,0,0.5726,0.0083,1.0,1,0.0,0.0,0.0,Non-Buzzer
AsthiSagitta,0.01853643,0.01853643,1,0,0.4491,0.011,1.0,1,0.0,0.0,0.0,Non-Buzzer
mtiarasptika,0.018352693,0.018352693,1,0,0.7266,0.0158,1.0,1,0.0,0.0,0.0,Non-Buzzer
d1rrtbagg,0.01772875,0.01772875,1,0,0.6163,0.0139,1.0,1,0.0,0.0,0.0,Non-Buzzer
Raaaxer,0.0177084,0.0177084,1,0,0.5888,0.0021,1.0,1,0.0,0.0,0.0,Non-Buzzer
8120_DAF,0.01763678,0.01763678,1,0,0.6978,0.0182,1.0,1,0.0,0.0,0.0,Non-Buzzer
swtpty,0.01762936,0.01762936,1,0,0.6335,0.0062,1.0,1,0.0,0.0,0.0,Non-Buzzer
mefuri_k,0.017503865,0.017503865,1,0,0.4067,0.0372,1.0,1,0.0,0.0,0.0,Non-Buzzer
Xhareza,0.017315837,0.017315837,1,0,0.5603,0.0026,1.0,1,0.0,0.0,0.0,Non-Buzzer
adzumanga,0.017231727,0.017231727,1,0,0.7798,0.0016,1.0,1,0.0,0.0,0.0,Non-Buzzer
VincDigiArt,0.017084636,0.017084636,1,0,0.6226,0.0036,1.0,1,1.0,0.0,0.0,Non-Buzzer
harist_ixcents,0.016634084,0.006148774,4,0,0.3701,0.0095,0.5,2,1.0,1.0,0.0,Non-Buzzer
gusaaarrr,0.016376136,0.016376136,1,0,0.531,0.0331,1.0,1,1.0,0.0,0.0,Non-Buzzer
stelleturu,0.016353752,0.016353752,1,0,0.7087,0.0036,1.0,1,0.0,0.0,0.0,Non-Buzzer
KEMO_HUNZ,0.015524884,0.00919837,2,0,0.2794,0.0083,0.5,1,2.0,0.0,0.0,Non-Buzzer
Thegood_fa,0.015498975,0.015498975,1,0,0.6372,0.0164,1.0,1,1.0,0.0,0.0,Non-Buzzer
pathethickidd,0.0153760305,0.008137139,2,0,0.6794,0.0061,1.0,2,0.0,0.0,0.0,Non-Buzzer
ashaabull,0.0149479285,0.0149479285,1,0,0.7038,0.0146,1.0,1,0.0,0.0,0.0,Non-Buzzer
zerothenforcer,0.014813496,0.008178388,2,0,0.371,0.0113,0.5,1,1.0,0.0,0.0,Non-Buzzer
feliscxtus,0.014781304,0.014781304,1,0,0.7725,0.0059,1.0,1,0.0,0.0,0.0,Non-Buzzer
kukuhya,0.0147267245,0.0147267245,1,0,0.4833,0.0053,1.0,1,0.0,28.0,0.0,Non-Buzzer
AneshMadyantara,0.014544175,0.008003918,2,0,0.7955,0.0062,0.5,1,1.0,0.0,0.0,Non-Buzzer
Kunyah_renyah,0.014445761,0.014445761,1,0,0.6662,0.0179,1.0,1,1.0,1.0,0.0,Non-Buzzer
fleurishism,0.0144244395,0.0144244395,1,0,0.469,0.0149,1.0,1,0.0,0.0,0.0,Non-Buzzer
yo__di,0.014327982,0.014327982,1,0,0.6117,0.0047,1.0,1,1.0,0.0,0.0,Non-Buzzer
chudjawa,0.014159021,0.014159021,1,0,0.714,0.0171,1.0,1,0.0,0.0,0.0,Non-Buzzer
SaintSpectra,0.014157663,0.014157663,1,0,0.4434,0.0169,1.0,1,0.0,0.0,0.0,Non-Buzzer
_sennav,0.013968045,0.0076338784,2,0,0.5156,0.0062,0.5,1,1.0,0.0,0.0,Non-Buzzer
KEVINNGW808,0.013789897,0.013789897,1,0,0.4446,0.0162,1.0,1,0.0,0.0,0.0,Non-Buzzer
Segagoreng1107,0.01374969,0.01374969,1,0,0.5431,0.0045,1.0,1,1.0,0.0,0.0,Non-Buzzer
Barri_2410,0.013679637,0.013679637,1,0,0.4697,0.0155,1.0,1,1.0,0.0,0.0,Non-Buzzer
GhaneshRM,0.01365963,0.01365963,1,0,0.6229,0.019,1.0,1,1.0,0.0,0.0,Non-Buzzer
mldlyc,0.013551519,0.013551519,1,0,0.4907,0.0047,1.0,1,0.0,0.0,0.0,Non-Buzzer
DaunBawang17,0.013247197,0.013247197,1,0,0.4605,0.0168,1.0,1,1.0,0.0,0.0,Non-Buzzer
xx6riku,0.013227712,0.013227712,1,0,0.5653,0.0159,1.0,1,0.0,0.0,0.0,Non-Buzzer
pajarsidik_,0.012822059,0.00748692,2,0,0.4358,0.00145,0.5,1,1.0,0.0,0.0,Non-Buzzer
CuntofMadrid,0.012767148,0.010338043,2,0,0.6987,0.01615,0.5,1,1.0,0.0,0.0,Non-Buzzer
IzumoSarut7893,0.012555629,0.012555629,1,0,1.0,0.016,1.0,1,0.0,0.0,0.0,Non-Buzzer
fragmentedraven,0.012555629,0.012555629,1,0,1.0,0.016,1.0,1,0.0,0.0,0.0,Non-Buzzer
Rafi09210,0.0124265645,0.006189804,3,0,0.4164,0.010666666666666666,0.3333333333333333,1,1.0,0.0,0.0,Non-Buzzer
Apanjelio,0.012306425,0.012306425,1,0,0.4953,0.0147,1.0,1,0.0,0.0,0.0,Non-Buzzer
rizkionalisme,0.012269247,0.0070291874,2,0,0.3886,0.0139,1.0,2,2.0,0.0,0.0,Non-Buzzer
tsngnugadhm,0.012221757,0.012221757,1,0,1.0,0.0011,1.0,1,1.0,0.0,0.0,Non-Buzzer
theycallmee_G,0.012221757,0.012221757,1,0,1.0,0.0011,1.0,1,1.0,0.0,0.0,Non-Buzzer
chrissdhon,0.012212377,0.012212377,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
Excyde_,0.01219604,0.0066828164,2,0,0.3316,0.0072,1.0,2,2.0,0.0,0.0,Non-Buzzer
FahrezaMahendr,0.012131125,0.012131125,1,0,0.6335,0.0055,1.0,1,1.0,0.0,0.0,Non-Buzzer
SAHRY013,0.012019768,0.012019768,1,0,0.4866,0.0142,1.0,1,1.0,0.0,0.0,Non-Buzzer
cherrya72836061,0.011491535,0.0072366707,2,0,0.6303,0.02515,1.0,2,0.0,0.0,0.0,Non-Buzzer
Raza420691,0.011389804,0.011389804,1,0,0.4929,0.0055,1.0,1,0.0,0.0,0.0,Non-Buzzer
kenarpramodana,0.011310858,0.011310858,1,0,0.6158,0.0044,1.0,1,0.0,0.0,0.0,Non-Buzzer
maulanazhrn,0.010910398,0.010910398,1,0,0.4439,0.0124,1.0,1,0.0,0.0,0.0,Non-Buzzer
NVT58232209,0.010781205,0.0072153388,2,0,0.523,0.01505,1.0,2,1.0,0.0,0.0,Non-Buzzer
wongkongenekok,0.010635388,0.006163209,2,0,0.666,0.006,1.0,2,2.0,0.0,0.0,Non-Buzzer
Rei_OnZ,0.010303671,0.0064641386,2,0,0.5539,0.00955,0.5,1,1.0,0.0,0.0,Non-Buzzer
ObiWan_Catnobi,0.010158691,0.010158691,1,0,0.44,0.0112,1.0,1,0.0,0.0,0.0,Non-Buzzer
lezmanaandhika,0.010088015,0.010088015,1,0,0.4308,0.0162,1.0,1,1.0,0.0,0.0,Non-Buzzer
NomerSi_ali,0.010085368,0.010085368,1,0,0.3657,0.0233,1.0,1,1.0,0.0,0.0,Non-Buzzer
enjzuu,0.010041797,0.010041797,1,0,0.5687,0.0127,1.0,1,0.0,0.0,0.0,Non-Buzzer
miyoomiyoo7,0.010010537,0.010010537,1,0,0.5047,0.0044,1.0,1,1.0,0.0,0.0,Non-Buzzer
EliasSanSan,0.010008462,0.0070539457,6,0,0.3772,0.016666666666666666,0.6666666666666666,4,1.0,1.0,0.0,Non-Buzzer
esp_sevens,0.009972665,0.009972665,1,0,0.4866,0.0113,1.0,1,0.0,0.0,0.0,Non-Buzzer
nikiritsu,0.009937808,0.009937808,1,0,0.5796,0.0233,1.0,1,0.0,0.0,0.0,Non-Buzzer
honglungitis,0.009779854,0.009779854,1,0,0.0,0.0,1.0,1,1.0,0.0,0.0,Non-Buzzer
clawhs02,0.009761104,0.006182655,3,0,0.3656,0.014366666666666666,1.0,3,0.0,0.0,0.0,Non-Buzzer
Neogen176,0.009645036,0.006181422,2,0,0.351,0.0063999999999999994,1.0,2,1.0,0.0,0.0,Non-Buzzer
ramagedd0n,0.009638398,0.007834362,2,0,0.5796,0.015300000000000001,0.5,1,1.0,0.0,0.0,Non-Buzzer
NSaysInX,0.009600308,0.009600308,1,0,1.0,0.016,1.0,1,1.0,0.0,0.0,Non-Buzzer
Orang_Tuwa,0.009582298,0.009582298,1,0,0.625,0.0119,1.0,1,0.0,0.0,0.0,Non-Buzzer
jeki_the_pirate,0.009412007,0.009412007,1,0,0.3396,0.0076,1.0,1,0.0,0.0,0.0,Non-Buzzer
GamerwkID,0.009294597,0.009294597,1,0,0.431,0.0154,1.0,1,0.0,0.0,0.0,Non-Buzzer
yorha_y0,0.0091498755,0.0091498755,1,0,0.4947,0.0151,1.0,1,1.0,0.0,0.0,Non-Buzzer
adnbwta,0.009125448,0.009125448,1,0,0.4619,0.0189,1.0,1,1.0,0.0,0.0,Non-Buzzer
Arazoors,0.00911439,0.00911439,1,0,0.6389,0.0114,1.0,1,1.0,0.0,0.0,Non-Buzzer
RaisShawer,0.009065812,0.005769435,2,0,0.4249,0.011949999999999999,1.0,2,2.0,0.0,0.0,Non-Buzzer
nanovond,0.009052967,0.008440474,2,0,0.328,0.0199,0.5,1,0.0,0.0,0.0,Non-Buzzer
fadhilnhaa,0.00903524,0.00903524,1,0,0.6668,0.0101,1.0,1,1.0,0.0,0.0,Non-Buzzer
melonacake,0.008873158,0.008873158,1,0,0.6679,0.0017,1.0,1,0.0,0.0,0.0,Non-Buzzer
PCM56DAC,0.008861119,0.008861119,1,0,0.528,0.012,1.0,1,1.0,0.0,0.0,Non-Buzzer
SetiawanGab,0.008839431,0.008839431,1,0,0.0,0.0,1.0,1,1.0,0.0,0.0,Non-Buzzer
FareyDonch501,0.008803783,0.008803783,1,0,0.502,0.0191,1.0,1,1.0,0.0,0.0,Non-Buzzer
Albert2844,0.008654347,0.007635048,2,0,1.0,0.0032,1.0,2,1.0,0.0,0.0,Non-Buzzer
myshawti,0.008616444,0.008616444,1,0,0.4279,0.013,1.0,1,0.0,0.0,0.0,Non-Buzzer
dafeennn,0.008590134,0.007380759,2,0,0.5849,0.0119,1.0,2,0.0,0.0,0.0,Non-Buzzer
gygaamerta,0.008447348,0.0062222984,2,0,0.5047,0.010199999999999999,0.5,1,0.0,0.0,0.0,Non-Buzzer
fibraaaay,0.008347766,0.008347766,1,0,1.0,0.007,1.0,1,1.0,0.0,0.0,Non-Buzzer
Kyloren86166601,0.008347766,0.008347766,1,0,1.0,0.007,1.0,1,1.0,0.0,0.0,Non-Buzzer
BudiBukanIntel,0.008347766,0.008347766,1,0,1.0,0.007,1.0,1,1.0,4.0,0.0,Non-Buzzer
EulaSimp69,0.008300641,0.008300641,1,0,0.4332,0.0153,1.0,1,1.0,0.0,0.0,Non-Buzzer
Mirwanovich,0.008300562,0.008300562,1,0,0.4444,0.0154,1.0,1,0.0,0.0,0.0,Non-Buzzer
akunsiyahutt,0.008218539,0.008218539,1,0,0.5306,0.011,1.0,1,1.0,0.0,0.0,Non-Buzzer
HaniB1220,0.008181348,0.008181348,1,0,0.6019,0.021,1.0,1,0.0,0.0,0.0,Non-Buzzer
KalanaraDika,0.008173576,0.008173576,1,0,0.2794,0.0213,1.0,1,0.0,0.0,0.0,Non-Buzzer
vevelynnnn,0.008079712,0.008079712,1,0,0.4475,0.0222,1.0,1,0.0,0.0,0.0,Non-Buzzer
slavoury,0.007940739,0.007940739,1,0,0.5186,0.0119,1.0,1,0.0,0.0,0.0,Non-Buzzer
ivanws88,0.007668636,0.007668636,1,0,0.5029,0.0301,1.0,1,1.0,0.0,0.0,Non-Buzzer
orchaew,0.0076481034,0.0076481034,1,0,0.6389,0.0104,1.0,1,0.0,0.0,0.0,Non-Buzzer
R4ZESKY,0.0075884294,0.0075884294,1,0,0.5641,0.004,1.0,1,0.0,0.0,0.0,Non-Buzzer
Lifanterra,0.0073895818,0.0073895818,1,0,1.0,0.0418,1.0,1,0.0,0.0,0.0,Non-Buzzer
Sincan_cos,0.007373978,0.007373978,1,0,0.4633,0.0293,1.0,1,0.0,0.0,0.0,Non-Buzzer
Tetrotir,0.0072614956,0.0072614956,1,0,0.3733,0.0098,1.0,1,0.0,0.0,0.0,Non-Buzzer
Homuboil7,0.007213868,0.007213868,1,0,0.4506,0.0121,1.0,1,1.0,0.0,0.0,Non-Buzzer
ivosdementia,0.007173567,0.007173567,1,0,0.455,0.0122,1.0,1,0.0,0.0,0.0,Non-Buzzer
AndiniPutr79305,0.0071272976,0.0071272976,1,0,0.3866,0.0104,1.0,1,0.0,0.0,0.0,Non-Buzzer
ikanterbang663,0.007036516,0.007036516,1,0,0.4332,0.0147,1.0,1,0.0,0.0,0.0,Non-Buzzer
Rifqyhazard,0.0069836904,0.0069836904,1,0,0.4928,0.0085,1.0,1,0.0,0.0,0.0,Non-Buzzer
sentriellesche,0.0069167707,0.0044565746,2,0,0.5061,0.0097,0.5,1,1.0,0.0,0.0,Non-Buzzer
leonthecatto,0.006901112,0.0044283266,2,0,0.5475,0.01375,0.5,1,1.0,0.0,0.0,Non-Buzzer
MFRcapture,0.0068290113,0.0054679317,2,0,0.336,0.02535,1.0,2,2.0,0.0,0.0,Non-Buzzer
KenapeAje,0.006816216,0.006816216,1,0,0.3759,0.0166,1.0,1,1.0,0.0,0.0,Non-Buzzer
chudvette,0.006758657,0.006758657,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
textcbnkuningan,0.006758657,0.006758657,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
emulapor,0.0067332755,0.0062606987,2,0,0.6021,0.00575,0.5,1,0.0,0.0,0.0,Non-Buzzer
nenganchi,0.0067312415,0.0067312415,1,0,0.3344,0.0239,1.0,1,1.0,0.0,0.0,Non-Buzzer
supernovatuna,0.0066577517,0.0066577517,1,0,0.4833,0.0122,1.0,1,0.0,0.0,0.0,Non-Buzzer
unicornxback,0.006654218,0.006654218,1,0,0.3881,0.0172,1.0,1,0.0,0.0,0.0,Non-Buzzer
cve20251202,0.0066167437,0.006206435,2,0,0.4381,0.0199,0.5,1,1.0,3.0,0.0,Non-Buzzer
HollowMelody_1,0.006604218,0.006604218,1,0,0.4882,0.0316,1.0,1,0.0,0.0,0.0,Non-Buzzer
nakanom42,0.006537716,0.006537716,1,0,0.2305,0.0174,1.0,1,0.0,0.0,0.0,Non-Buzzer
EmbyGarvail,0.006514554,0.006514554,1,0,0.4278,0.0055,1.0,1,0.0,0.0,0.0,Non-Buzzer
RosyiYi,0.0064607807,0.0064607807,1,0,0.5878,0.015,1.0,1,1.0,0.0,0.0,Non-Buzzer
meimeiajadeh,0.0064535337,0.0038707699,2,0,0.595,0.011250000000000001,1.0,2,0.0,0.0,0.0,Non-Buzzer
Greywing20,0.0064006397,0.0064006397,1,0,0.5446,0.0131,1.0,1,1.0,0.0,0.0,Non-Buzzer
steven20260934,0.0063746125,0.0063347155,2,0,0.4323,0.02195,1.0,2,0.0,0.0,0.0,Non-Buzzer
Otaku_Anime_Ind,0.0063240714,0.0063240714,1,0,0.4088,0.0277,1.0,1,0.0,4.0,0.0,Non-Buzzer
KasetMu25909,0.0062345047,0.0062345047,1,0,0.7933,0.014,1.0,1,1.0,0.0,0.0,Non-Buzzer
aomi__san,0.006104982,0.006104982,1,0,0.0,0.0,1.0,1,1.0,0.0,0.0,Non-Buzzer
Panathinatikos,0.006041374,0.006041374,1,0,0.3321,0.0195,1.0,1,0.0,0.0,0.0,Non-Buzzer
bleubei,0.0060258433,0.0060258433,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
makanindomie3,0.0059855366,0.0059855366,1,0,0.4305,0.0124,1.0,1,0.0,0.0,0.0,Non-Buzzer
ekawicaksana,0.0059159263,0.005380235,3,0,0.4644,0.0208,0.3333333333333333,1,1.0,8.0,0.0,Non-Buzzer
Tsuraracchi,0.005913224,0.0049241893,2,0,0.5862,0.00975,1.0,2,0.0,0.0,0.0,Non-Buzzer
Mercatman_,0.0058605494,0.003927318,2,0,0.7171,0.0113,0.5,1,2.0,0.0,0.0,Non-Buzzer
morpiggg,0.0058564115,0.0058564115,1,0,0.5562,0.0225,1.0,1,1.0,0.0,0.0,Non-Buzzer
trelrANartsA,0.005847715,0.005847715,1,0,0.3363,0.0303,1.0,1,1.0,0.0,0.0,Non-Buzzer
hrdbacot,0.005829815,0.005829815,1,0,0.3782,0.0109,1.0,1,1.0,0.0,0.0,Non-Buzzer
allatonve,0.0058128894,0.0058128894,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
ferrdihidayat,0.0058023916,0.0058023916,1,0,0.7287,0.0139,1.0,1,1.0,0.0,0.0,Non-Buzzer
saxophonistkawe,0.005778819,0.005778819,1,0,0.5603,0.0042,1.0,1,0.0,0.0,0.0,Non-Buzzer
Cyclops_Ray,0.005696217,0.0040716156,3,0,0.511,0.012466666666666668,0.6666666666666666,2,2.0,0.0,0.0,Non-Buzzer
quantaaa_,0.005663809,0.005663809,1,0,0.4447,0.0115,1.0,1,1.0,0.0,0.0,Non-Buzzer
iam__stanis,0.0055834213,0.0055834213,1,0,0.6021,0.0107,1.0,1,0.0,0.0,0.0,Non-Buzzer
ianalvan95,0.0055675376,0.0055675376,1,0,0.4357,0.0123,1.0,1,1.0,0.0,0.0,Non-Buzzer
curiousfangs_,0.0055373437,0.0055373437,1,0,0.4472,0.0271,1.0,1,0.0,0.0,0.0,Non-Buzzer
tekarok007,0.005488059,0.003619535,3,0,0.4895,0.011533333333333333,0.6666666666666666,2,0.0,1.0,0.0,Non-Buzzer
nurizkaf96,0.005469269,0.005469269,1,0,0.3901,0.0051,1.0,1,0.0,0.0,0.0,Non-Buzzer
madeltangapung,0.0054569375,0.004488011,2,0,0.4817,0.012,0.5,1,0.0,2.0,0.0,Non-Buzzer
hosjou,0.0054558194,0.0054558194,1,0,0.2524,0.0169,1.0,1,0.0,0.0,0.0,Non-Buzzer
rendrafrizal,0.0053211725,0.0040522655,2,0,0.528,0.022350000000000002,1.0,2,1.0,0.0,0.0,Non-Buzzer
13_zae,0.0052528232,0.0052528232,1,0,0.3214,0.0118,1.0,1,0.0,0.0,0.0,Non-Buzzer
KholiqArRazan,0.0052468795,0.0052468795,1,0,0.3529,0.0276,1.0,1,1.0,0.0,0.0,Non-Buzzer
hklrzki,0.0052417372,0.0030762793,2,0,0.3828,0.0138,1.0,2,1.0,0.0,0.0,Non-Buzzer
OrbitSyndrome,0.005199594,0.0036701164,2,0,0.4294,0.007549999999999999,0.5,1,2.0,0.0,0.0,Non-Buzzer
Rinto_edy,0.005180964,0.0034269763,3,0,0.3871,0.016333333333333335,0.6666666666666666,2,2.0,1.0,0.0,Non-Buzzer
SOLDIERB00y,0.0051790224,0.0051790224,1,0,0.5034,0.0096,1.0,1,0.0,0.0,0.0,Non-Buzzer
nd_haryo,0.0050952425,0.0050952425,1,0,0.4184,0.0153,1.0,1,1.0,1.0,0.0,Non-Buzzer
Zahran31157,0.004975426,0.004975426,1,0,0.4162,0.0291,1.0,1,0.0,0.0,0.0,Non-Buzzer
CakraKjaerbye,0.004913354,0.0029313832,2,0,0.4475,0.013049999999999999,1.0,2,0.0,0.0,0.0,Non-Buzzer
nikonikoknee_,0.004838246,0.004838246,1,0,0.5972,0.0107,1.0,1,1.0,0.0,0.0,Non-Buzzer
fialamsyah,0.0048326245,0.0048326245,1,0,0.4221,0.0148,1.0,1,0.0,0.0,0.0,Non-Buzzer
fireplayblaze,0.004823929,0.004823929,1,0,0.4605,0.0135,1.0,1,0.0,0.0,0.0,Non-Buzzer
Al_Khuarizmi,0.0047695218,0.0047695218,1,0,0.3792,0.0272,1.0,1,1.0,0.0,0.0,Non-Buzzer
adiyaadiya,0.0047376887,0.0047376887,1,0,0.3083,0.0116,1.0,1,0.0,0.0,0.0,Non-Buzzer
Internetsurver,0.0047163856,0.0047163856,1,0,0.432,0.0143,1.0,1,1.0,0.0,0.0,Non-Buzzer
asyi_i,0.0046745576,0.0046745576,1,0,0.2781,0.0297,1.0,1,0.0,0.0,0.0,Non-Buzzer
caelumphrince,0.004668753,0.004668753,1,0,0.2099,0.0178,1.0,1,0.0,0.0,0.0,Non-Buzzer
keisukeiblue,0.0045700707,0.0045700707,1,0,0.2834,0.0115,1.0,1,1.0,0.0,0.0,Non-Buzzer
yourlulllaby,0.004534192,0.004534192,1,0,0.6113,0.0181,1.0,1,0.0,0.0,0.0,Non-Buzzer
RaisaFAl1329,0.004523503,0.004523503,1,0,0.3031,0.0122,1.0,1,1.0,0.0,0.0,Non-Buzzer
reiikooooooo,0.004472824,0.004472824,1,0,0.3275,0.0163,1.0,1,0.0,0.0,0.0,Non-Buzzer
0xfrsmln,0.004364493,0.004364493,1,0,0.3849,0.017,1.0,1,1.0,0.0,0.0,Non-Buzzer
mini_niwdir,0.004361249,0.004361249,1,0,0.2742,0.0175,1.0,1,1.0,0.0,0.0,Non-Buzzer
bayoeoe,0.004339229,0.004339229,1,0,0.0,0.0,1.0,1,1.0,0.0,0.0,Non-Buzzer
Claey_simpuru,0.0043382174,0.0043382174,1,0,0.2807,0.0258,1.0,1,1.0,0.0,0.0,Non-Buzzer
