term,score
to the,1.0414135962523827
bayangin,1.0412902978016065
gagal,1.039717968598054
audit,1.0389788607363024
sistem butuh,1.038854143150577
kantor,1.0379360763360097
china,1.0366448268697246
ketimbang,1.0316310257812977
spam,1.031189600870728
flagged,1.0309730474842573
kurasi,1.029729561753845
dialog,1.028680925842305
barusan,1.0262999969071922
what they,1.0261277105814774
izin,1.0239055675786644
konsep,1.022812144760269
keliatan kerja,1.0217068575070636
regulasi valid,1.0202640249372268
denger,1.0197784497002365
tidak tidak,1.0194505473841138
tujuannya perlindungan,1.0188802919713296
apapun,1.0173093023140705
ketauan,1.0165502520707277
giving,1.0162073621477306
blur,1.0147183420473038
pengin,1.0145672817216385
search,1.0132484258722687
gamau,1.0107578559780042
bikin ekosistem,1.0105212626639108
iarc questionare,1.0095514170583848
disalahkan,1.008564124068258
understand,1.0075495836897361
mh,1.0048873987581444
poin politik,1.0033677662399936
masih disempurnakan,1.0024754458554832
topic,1.002286366611476
claim,1.001857371584596
resminya biar,1.0015234919214002
bilang maaf,1.0009896018635243
legal,1.0001371441938383
memperbaiki,0.9997494288150146
ngerti tidak,0.9967277415049367
memiliki,0.99481423334639
biar informasinya,0.9936064984173754
cyberpunk,0.9907723239977657
public,0.9902006361328213
laptop,0.987721419953616
halu,0.9860133412406835
player,0.9849559890227064
nintendo,0.9837446011687274
nyewa buzzer,0.98189054845694
nyewa,0.98189054845694
belum rapi,0.9816339461864151
terlepas,0.9813285629015022
wajar muncul,0.9809918122211813
keep,0.9802721034140751
usianya,0.9781771353021815
diluruskan,0.9781467870313333
masih tidak,0.9766433983621541
gamers indo,0.9759924342090966
dirating,0.9758579769485357
kak,0.9743570676802684
cuci tangan,0.9736646920666849
refused,0.971810171068854
refused classification,0.971810171068854
masih membingungkan,0.9701727507848252
xbox,0.9690419346029492
debat tanpa,0.9678324854604535
kementrian,0.9653006218491743
tanah,0.9630101657762284
country,0.9609437100311145
kominfo,0.9595255437185239
ttg,0.9585435894494653
fine,0.9580929031349993
santai,0.9565842244070069
resminya dirilis,0.9547052167716721
tidak peduli,0.9546912102597868
penyesuaian tujuan,0.9530683754968634
enak,0.9529650036745931
selesai,0.9525199170814789
beredar lengkap,0.9514809229477467
kesesuaian,0.9495074604372307
terbukti,0.9489770290175087
market indo,0.9480256445102685
informasi resmi,0.9471363174938421
warga,0.9465299517685747
kecuali,0.9461296273763691
batas,0.9439205294366291
permainan,0.9436037359513285
ramai siaran,0.9433924986731458
platformnya,0.942803506919402
bisanya,0.9426687198922757
so fucking,0.9424073133770908
bukan anak,0.9417914367815745
berpotensi,0.939975453079962
jt anak,0.9397510261443991
penataan ekosistem,0.938754588090875
penataan,0.938754588090875
cek menarik,0.9373141692446182
amburadul,0.9352419165499831
beli mahal,0.9337041815963121
muda ekosistem,0.9333229904447703
dpt,0.9331212352663552
benci,0.9322989592819136
tag sexual,0.9318309423475266
pemain masih,0.9307317582819754
good,0.9301900132068301
ruang,0.9293808377309449
rinci,0.9292099387659047
terhubung,0.9288700584173859
biar info,0.9280586088861635
back,0.9277261059117926
back to,0.9277261059117926
mgkn,0.927707433147382
update penjelasan,0.9270256164605055
final niat,0.9268078077813047
didistribusikan,0.9264801001006808
don,0.9253492348854735
ribu,0.9245915482431923
fucked,0.9244153972639008
memalsukan,0.9238707162409124
farming,0.9234871407580617
use,0.9211818990749157
umur tidak,0.9210851241230172
feedback,0.9199382229152939
konteksnya dibaca,0.9173819507871673
ratingnya tidak,0.9153264716091506
hak,0.9152631658350697
blame,0.9144257155215592
merapikan,0.9132544054187015
merapikan ekosistem,0.9132544054187015
hukum,0.9132026682552563
incorrect,0.9121640188938422
komunitas gamers,0.9121550508160088
masuk indonesia,0.9121368514930364
emang tolol,0.9111767580838834
sistem tidak,0.9111472130768429
sempurna,0.9108889375744377
jepang,0.9104113437947952
negatif,0.9088147768096343
money,0.9081629860140167
devs,0.9079384485810056
look,0.9060114183285355
yes,0.9056448032974811
baca data,0.9038048751147973
batasan,0.9037932321115596
zaman,0.9036662052098521
life,0.9025902178655156
politik ngaruh,0.9023570713148558
id,0.9023146657917389
konstruktif,0.9010729205408834
resmi biar,0.8986436539989843
sistem namanya,0.8985838680167394
prosesnya,0.8974624398176089
komdigi tidak,0.8971614332731738
puluhan,0.8964624737763514
duduk,0.8951432889415423
perkaranya,0.8951432889415423
duduk perkaranya,0.8951432889415423
gta vi,0.8946818928122086
vi,0.8946818928122086
lindungi anak,0.8925108332427982
suara,0.8915561952795824
kebijakannya,0.8915299532688137
pinter,0.8914103537782325
they have,0.8911079764299645
trash,0.8898610489897336
submit,0.889574629704697
penyesuaian sistem,0.8888814999951016
angka,0.8885535779689596
sifatnya,0.8877347144665924
stabil,0.8847898307295301
milih,0.8833743627635515
kementerian komunikasi,0.8807360706007947
komunikasi digital,0.8807360706007947
korup,0.8796609602568151
tidak tau,0.8790545490648685
bikin bingung,0.8788241734139022
sistem melindungi,0.8788236680392139
terlindungi,0.8786183402070187
maksa,0.8750353447638821
isinya orang,0.8749177193784624
biar ekosistem,0.8746061699730248
ekosistem aman,0.8727517892607419
implementasinya,0.8710919961595007
sistem ratingnya,0.8682200143001382
internal,0.8677853334212635
tidak mengerti,0.8671292502877062
contoh,0.866530822309234
dijadikan,0.8662962083666219
maklum masih,0.8657665865738813
maklum,0.8657665865738813
objektif,0.864616678635336
feels,0.8629973297460732
until,0.8609830339707567
we re,0.8606129006362933
nyusahin,0.8598292600801336
upaya,0.8587614870466762
sadar,0.8566689269292749
halaman,0.8565820013362431
tidak unsur,0.8531068660123056
regarding,0.8514679691467546
ekosistem sehat,0.8510566503393358
butuh proses,0.8496037473787508
rates,0.8481307073010986
and are,0.8471522613753149
form,0.8453214234486712
kasar,0.8422128112552936
keren,0.8420570691499694
implementation,0.8405683044413625
bukan platform,0.840529523178114
politik regulasi,0.8360942390269437
silakan simak,0.8358203727402171
tautan yuk,0.8355437085466066
baca detailnya,0.8355437085466066
dirapikan,0.834734283611174
kualitas,0.8340083998931003
semoga evaluasi,0.8335844058878843
evaluasi penyempurnaan,0.8335844058878843
proses semoga,0.8335844058878843
sisi pengguna,0.8335844058878843
penyempurnaan konsisten,0.8335844058878843
gaya,0.833072194893429
menahu,0.8295943851275862
kriteria perbaikan,0.8291143470898882
dengerin,0.8269774991560555
kasihan,0.8247645471571259
kasihan orang,0.8247645471571259
pemblokiran,0.8222297241734196
platform pc,0.8208644223653769
thing,0.8203841992551931
masih berbasis,0.8179946499177602
stuff,0.816911189447786
lepas,0.8160570929531179
different,0.815643598071282
milik,0.813970801511852
own,0.8118659743570491
indonesia pakai,0.8110120610040241
auto,0.8100965860931111
biarin,0.8087948647697648
seneng,0.8075905974702742
cm,0.8070146346062986
indonesia bukan,0.8060168280223976
ekosistem indonesia,0.8043542321215076
had,0.8033976124978011
masukan,0.7981239446110164
should be,0.7979994949235926
orang dewasa,0.7977444603793706
bahaya,0.7964596301913066
funny,0.7932702540086007
we are,0.7910551671962659
penuh,0.7906417125502812
anaknya,0.7889404401322963
pakai data,0.7873000103688164
they re,0.7871904001960965
provide,0.7835595898589544
lha,0.7806570890702982
portal,0.7787744561142504
made,0.7741959691589552
meluruskan tampil,0.770534774722401
an bikin,0.7672781852017403
muda bikin,0.7634592293883281
tolol tidak,0.7608770861550718
bukan blokir,0.7606678894483516
office,0.7542768082587273
pemerintah resmi,0.7364847501876729
tujuannya lindungi,0.7344222454053306
communication,0.7335467581698654
ministry of,0.7335467581698654
out of,0.7312376194464502
penyesuaian update,0.7311458734222783
kriterianya,0.7311458734222783
transparansi kriterianya,0.7311458734222783
orang masih,0.7311458734222783
hrs,0.7285381001973619
decided,0.7255426226299226
decided to,0.7255426226299226
and this,0.7224727370273228
google play,0.7223711048828335
batas umur,0.7202591311953687
said that,0.7109862493488504
ketentuan indonesia,0.7109131295048878
kemkomdigi bukan,0.7109131295048878
berpotensi langgar,0.7109131295048878
langgar,0.7109131295048878
langgar ketentuan,0.7109131295048878
ketentuan,0.7109131295048878
resmi berpotensi,0.7109131295048878
bedain,0.7088050095649892
been,0.7083499342422822
pengguna indonesia,0.7078947964502471
them,0.7051482161295201
apple,0.7048289892349434
the system,0.698288322727114
mostly,0.6912332876649683
beyond,0.6843700912045777
niat utamanya,0.6824706419325167
ago,0.6682746553724539
in indonesia,0.6645881123684894
is just,0.6600695597793758
muda penataan,0.6520925996313662
kids,0.6476611848974929
like this,0.609625772495524
just one,0.6051147900037674
than,0.5858798626221365
isn,0.5834993381813599
children,0.5806577251402459
the government,0.5658080096756973
too,0.537586527308471
