content_dup_score,lexical_similarity_score,semantic_dup_score,semantic_similarity_score,temporal_burst_score,posting_freq_per_hour,sna_out_deg,sna_in_deg
0.2021,0.0003,0.7774706,0.2637978,0.5,1,1.0,0.0
0.4137,0.0063,0.73049426,0.3724805,1.0,1,0.0,0.0
0.7978,0.017,0.8997122,0.3387385,1.0,1,0.0,0.0
0.7423,0.0287,0.95791554,0.4405956,0.6666666666666666,2,2.0,0.0
0.6442,0.028,0.96498,0.46069872,0.8,4,4.0,0.0
0.434,0.0184,0.9051088,0.3890268,1.0,6,5.0,0.0
0.367,0.0148,0.57016355,0.24832028,1.0,1,1.0,0.0
0.5888,0.0103,0.6721858,0.34055758,1.0,1,0.0,0.0
0.282,0.0123,0.72155094,0.42490423,1.0,1,0.0,0.0
0.4171,0.0224,0.8541065,0.39220634,0.6666666666666666,4,5.0,0.0
0.3859,0.013,0.7884154,0.3372364,0.8,4,4.0,0.0
0.5062,0.0252,0.94541967,0.40495586,1.0,1,1.0,0.0
1.0,0.0277,0.9978963,0.40945697,0.6666666666666666,6,7.0,0.0
0.4132,0.0182,0.78732026,0.39659998,1.0,3,0.0,0.0
0.7423,0.0281,0.96376437,0.411599,0.6666666666666666,4,5.0,0.0
1.0,0.0207,0.99999964,0.4558667,0.7777777777777778,7,8.0,0.0
0.635,0.0187,0.7690433,0.3114689,0.4,2,2.0,0.0
0.5565,0.0196,0.83728254,0.3274183,1.0,3,2.0,0.0
0.6536,0.0315,0.95701987,0.43026963,0.8333333333333334,5,5.0,0.0
0.6311,0.0289,0.9730226,0.43213272,0.8,4,4.0,0.0
0.3506,0.0155,0.7969268,0.3632682,0.75,3,3.0,0.0
0.4163,0.0248,0.9025804,0.43825355,0.8333333333333334,5,5.0,0.0
0.3382,0.0082,0.7969268,0.3555987,0.7,7,9.0,0.0
0.6311,0.0276,0.9533112,0.48051873,1.0,6,5.0,0.0
0.4847,0.0259,0.915678,0.42960647,1.0,2,2.0,0.0
0.6324,0.0107,0.86802804,0.37820122,1.0,2,1.0,0.0
0.406,0.0189,0.78680825,0.34668177,1.0,1,1.0,0.0
0.2797,0.015,0.5949133,0.25426197,1.0,1,0.0,0.0
0.6666,0.0289,0.95316935,0.4609433,1.0,6,5.0,0.0
0.359,0.025,0.819927,0.3360323,1.0,3,0.0,0.0
0.5851,0.0231,0.91742,0.34665215,1.0,6,5.0,0.0
0.4875,0.0118,0.92528725,0.43862346,1.0,2,1.0,0.0
0.439,0.0219,0.8716819,0.4259156,1.0,6,5.0,0.0
0.4592,0.0164,0.93386424,0.45909718,1.0,1,0.0,0.0
0.5778,0.0128,0.70046556,0.19999486,1.0,1,0.0,0.0
0.3293,0.0061,0.7280106,0.31067082,1.0,1,0.0,0.0
0.3316,0.0137,0.64188516,0.28091946,1.0,1,0.0,0.0
0.3631,0.0159,0.9018359,0.4211659,0.75,3,3.0,0.0
0.628,0.0155,0.94243294,0.41249207,1.0,2,1.0,0.0
0.5282,0.0157,0.87445164,0.46205962,1.0,2,1.0,0.0
0.4613,0.0248,0.9086136,0.4350879,1.0,3,0.0,0.0
0.3915,0.0136,0.8693117,0.3872792,1.0,1,0.0,0.0
0.4582,0.0262,0.92080414,0.42125198,0.8333333333333334,5,5.0,0.0
0.5994,0.0313,0.920461,0.42737058,0.75,3,3.0,0.0
0.2363,0.0112,0.8250475,0.3313342,0.75,3,3.0,0.0
0.6822,0.0288,0.970326,0.4037575,1.0,2,1.0,0.0
0.6536,0.0307,0.9730226,0.44810805,0.8,4,4.0,0.0
0.4014,0.0182,0.85450566,0.40979332,1.0,2,2.0,0.0
1.0,0.0109,0.99999976,0.42299807,0.7,7,9.0,0.0
0.3889,0.0036,0.78492415,0.27261075,1.0,2,0.0,0.0
0.266,0.0189,0.78358144,0.3649425,1.0,2,2.0,0.0
0.5851,0.0232,0.8066801,0.31454316,0.8,4,4.0,0.0
1.0,0.0207,0.99999964,0.4558667,0.7777777777777778,7,8.0,0.0
0.5695,0.0272,0.70740014,0.34148756,0.5,1,1.0,0.0
0.5375,0.0285,0.91827637,0.38614297,0.8333333333333334,5,5.0,0.0
0.3676,0.0136,0.85481983,0.4532641,0.7,7,9.0,0.0
0.5749,0.0286,0.9500342,0.42675313,0.6666666666666666,4,5.0,0.0
0.653,0.0091,0.8856393,0.34582317,1.0,1,0.0,0.0
0.6416,0.0269,0.9354407,0.4370423,1.0,4,3.0,0.0
0.6144,0.02,0.8457847,0.32532182,0.8333333333333334,5,5.0,0.0
0.6276,0.0326,0.95316935,0.4305188,1.0,3,3.0,0.0
0.5464,0.0317,0.9340826,0.46724844,0.8333333333333334,5,5.0,0.0
0.6816,0.0245,0.8160366,0.36617297,0.75,3,3.0,0.0
1.0,0.0277,1.0000004,0.4021979,0.6666666666666666,6,7.0,0.0
0.5104,0.0255,0.9123367,0.41815388,0.8333333333333334,5,5.0,0.0
0.5567,0.0132,0.8979522,0.4413526,1.0,2,1.0,0.0
0.3291,0.013,0.8852247,0.43457225,1.0,6,5.0,0.0
0.3668,0.005,0.84019697,0.3172903,1.0,1,1.0,0.0
0.4797,0.0379,0.8434117,0.3849033,0.6666666666666666,4,5.0,0.0
0.5689,0.0156,0.9369527,0.43619812,0.8,4,4.0,0.0
0.6895,0.0207,0.89115703,0.447209,1.0,3,3.0,0.0
0.4447,0.0151,0.8265979,0.43217027,1.0,2,2.0,0.0
0.7287,0.0136,0.5815781,0.21493328,1.0,1,0.0,0.0
0.8778,0.0128,0.98153555,0.42424324,1.0,4,4.0,0.0
0.4437,0.0111,0.957374,0.39590287,0.6666666666666666,6,7.0,0.0
0.7613,0.0132,0.8879705,0.39982453,0.8,4,4.0,0.0
0.6151,0.0379,0.9404818,0.43527094,0.7777777777777778,7,8.0,0.0
0.2687,0.019,0.8587795,0.3987981,1.0,6,5.0,0.0
0.5998,0.0349,0.90352124,0.46418363,0.6666666666666666,4,5.0,0.0
0.5487,0.0268,0.9097849,0.4029798,0.5,1,1.0,0.0
0.5862,0.0013,0.722496,0.26628914,1.0,1,0.0,0.0
0.4542,0.0132,0.8160366,0.3273208,0.75,3,3.0,0.0
0.3173,0.0066,0.7125379,0.20131475,1.0,1,1.0,0.0
0.5945,0.0271,0.9197799,0.4745607,1.0,2,1.0,0.0
0.4132,0.0321,0.8202252,0.46948734,1.0,3,0.0,0.0
1.0,0.0125,0.9848784,0.32176873,1.0,1,1.0,0.0
0.406,0.0205,0.89662975,0.4373872,1.0,6,5.0,0.0
0.254,0.0215,0.80595183,0.41388142,1.0,3,0.0,0.0
0.3922,0.0158,0.80301464,0.3928229,1.0,3,2.0,0.0
0.4683,0.024,0.86967766,0.45329693,1.0,3,3.0,0.0
0.5278,0.0164,0.9128815,0.43720242,0.6666666666666666,2,2.0,0.0
0.5364,0.0215,0.90115905,0.45093483,1.0,3,0.0,0.0
1.0,0.0153,0.9999999,0.43088037,0.8333333333333334,5,5.0,0.0
0.7017,0.0153,0.94243294,0.43986243,0.75,3,3.0,0.0
0.3291,0.0132,0.8963289,0.46410248,0.7777777777777778,7,8.0,0.0
1.0,0.0277,1.0000004,0.4021979,0.6666666666666666,6,7.0,0.0
1.0,0.0153,0.9999999,0.43088037,0.8333333333333334,5,5.0,0.0
0.8778,0.0134,0.98153555,0.41958803,1.0,4,4.0,0.0
0.8445,0.0287,0.9782401,0.44583264,0.8,4,4.0,0.0
0.6144,0.0226,0.8703263,0.3912197,1.0,1,1.0,0.0
0.7017,0.0213,0.94939333,0.41756418,1.0,4,3.0,0.0
0.44,0.0112,0.7400419,0.33481303,1.0,1,0.0,0.0
0.5994,0.027,0.9529487,0.39910224,0.75,3,3.0,0.0
0.4276,0.0264,0.91003376,0.45667967,0.8,4,4.0,0.0
0.4867,0.0142,0.9448793,0.4205579,1.0,6,5.0,0.0
0.4877,0.016,0.8158221,0.41159767,0.7,7,9.0,0.0
1.0,0.0153,0.9999999,0.43088037,0.8,4,4.0,0.0
0.3351,0.0046,0.7399926,0.28017458,1.0,1,0.0,0.0
0.6895,0.0177,0.89115703,0.48050916,0.7777777777777778,7,8.0,0.0
0.8088,0.0096,0.93017316,0.47741002,0.75,3,3.0,0.0
0.6324,0.01,0.90666556,0.3678151,1.0,3,3.0,0.0
0.5278,0.0189,0.91003376,0.44444385,0.7,7,9.0,0.0
1.0,0.0284,1.0,0.4121436,0.8333333333333334,5,5.0,0.0
0.5689,0.0168,0.93045616,0.44001496,1.0,6,5.0,0.0
0.4651,0.0158,0.60293955,0.30712476,1.0,2,0.0,0.0
0.2981,0.0101,0.78088415,0.35982293,1.0,2,0.0,0.0
0.5965,0.0224,0.9243113,0.425262,1.0,2,0.0,0.0
0.3769,0.0123,0.72862756,0.2887047,1.0,2,0.0,0.0
0.4057,0.0152,0.9388064,0.43933907,1.0,6,5.0,0.0
0.3184,0.0266,0.72122204,0.41098398,1.0,1,0.0,0.0
0.6756,0.0232,0.95821214,0.40653798,1.0,3,3.0,0.0
0.7113,0.021,0.96593696,0.36350334,1.0,1,1.0,0.0
0.6666,0.034,0.9210035,0.41467866,0.75,3,3.0,0.0
1.0,0.0011,0.90744483,0.18226665,1.0,1,1.0,0.0
0.6459,0.0295,0.8900138,0.46347576,1.0,6,5.0,0.0
0.535,0.027,0.92879695,0.44832945,0.7777777777777778,7,8.0,0.0
0.8445,0.0295,0.9782401,0.4604583,0.8,4,4.0,0.0
0.6311,0.0283,0.88042766,0.4410873,1.0,3,3.0,0.0
0.3544,0.0099,0.75381345,0.3634251,1.0,1,0.0,0.0
0.4964,0.0243,0.9334223,0.4506286,1.0,4,3.0,0.0
1.0,0.0199,0.9999999,0.40938222,1.0,3,2.0,0.0
0.5285,0.028,0.9079288,0.45667267,1.0,3,2.0,0.0
0.6709,0.0297,0.942474,0.4491329,0.8333333333333334,5,5.0,0.0
0.4633,0.0293,0.7306889,0.31233764,1.0,1,0.0,0.0
0.9288,0.029,0.9815091,0.40797493,0.6666666666666666,6,7.0,0.0
0.5635,0.0267,0.9444276,0.41344514,0.8333333333333334,5,5.0,0.0
0.3651,0.0243,0.77529216,0.37643257,0.5,2,3.0,0.0
0.4475,0.0225,0.7153058,0.2825166,1.0,2,0.0,0.0
1.0,0.0284,1.0,0.4121436,0.8333333333333334,5,5.0,0.0
0.5017,0.0218,0.9120573,0.415508,0.8333333333333334,5,5.0,0.0
0.5071,0.0176,0.8353325,0.3824961,1.0,1,0.0,0.0
1.0,0.016,0.6120026,0.14228109,1.0,1,1.0,0.0
0.4896,0.0251,0.8747734,0.339385,1.0,4,4.0,0.0
0.5522,0.0282,0.8181304,0.3780589,0.7,7,9.0,0.0
0.5148,0.0255,0.94541967,0.38937876,0.75,3,3.0,0.0
0.4148,0.0086,0.833202,0.37306905,0.6666666666666666,4,5.0,0.0
0.3239,0.0092,0.6654273,0.30381194,1.0,1,0.0,0.0
0.7113,0.0222,0.96593696,0.37300536,0.6666666666666666,2,2.0,0.0
0.5108,0.0087,0.9251292,0.46994045,0.7,7,9.0,0.0
0.2792,0.0044,0.7851367,0.28992826,1.0,1,0.0,0.0
1.0,0.0199,0.9999999,0.40938222,1.0,3,2.0,0.0
0.5095,0.0294,0.92844427,0.380528,1.0,4,4.0,0.0
0.4308,0.0162,0.6869699,0.3663858,1.0,1,1.0,0.0
0.776,0.0011,0.64560306,0.26097852,1.0,1,0.0,0.0
0.0,0.0,0.85693187,0.3807758,1.0,1,0.0,0.0
0.6416,0.0307,0.9251847,0.4276417,0.6666666666666666,4,5.0,0.0
0.4157,0.0079,0.8134992,0.40314272,0.5,1,1.0,0.0
0.3063,0.0123,0.8145556,0.3232966,1.0,1,0.0,0.0
0.2553,0.0089,0.7595484,0.31877854,1.0,1,1.0,0.0
0.7798,0.0016,0.93541634,0.2811423,1.0,1,0.0,0.0
0.3558,0.004,0.78883064,0.25027812,1.0,1,1.0,0.0
0.5137,0.0034,0.861572,0.3748094,1.0,1,0.0,0.0
0.3946,0.0139,0.88035274,0.44776994,0.6666666666666666,2,2.0,0.0
0.6913,0.0341,0.8816502,0.42301455,0.6666666666666666,4,5.0,0.0
0.4332,0.0153,0.74325436,0.3607758,1.0,1,1.0,0.0
0.9288,0.0283,0.9815091,0.4045054,0.6666666666666666,6,7.0,0.0
0.5962,0.0158,0.9510437,0.45645085,0.8333333333333334,5,5.0,0.0
0.5926,0.0122,0.9381759,0.4445744,1.0,4,3.0,0.0
0.4896,0.0257,0.92983675,0.46852142,0.7777777777777778,7,8.0,0.0
0.5131,0.0139,0.93348926,0.43163207,0.8333333333333334,5,5.0,0.0
0.2984,0.0245,0.79125917,0.3651631,0.75,3,3.0,0.0
1.0,0.0199,0.9999999,0.40938222,1.0,3,2.0,0.0
0.4343,0.0242,0.92080414,0.40777215,0.8333333333333334,5,5.0,0.0
0.4447,0.0196,0.8199109,0.3621293,0.5,1,1.0,0.0
0.624,0.0306,0.9271908,0.4531123,0.8333333333333334,5,5.0,0.0
0.4328,0.0176,0.6217065,0.27349752,0.6666666666666666,2,1.0,0.0
0.4645,0.0116,0.9343042,0.44282,0.5,1,1.0,0.0
0.3723,0.0243,0.8733833,0.42122117,0.8333333333333334,5,5.0,0.0
0.4797,0.0295,0.81186557,0.394416,0.5,1,1.0,0.0
0.507,0.0257,0.93041205,0.4161139,0.8,4,4.0,0.0
0.3659,0.0225,0.8989959,0.41587287,0.8333333333333334,5,5.0,0.0
1.0,0.0123,0.9999999,0.47962722,0.6666666666666666,2,2.0,0.0
0.3572,0.0113,0.7036017,0.35943934,1.0,1,0.0,0.0
0.8306,0.0118,0.5188992,0.24267104,1.0,1,0.0,0.0
0.8346,0.0136,0.8984803,0.34068754,1.0,1,0.0,0.0
0.3096,0.0012,0.6570856,0.31413057,0.5,1,1.0,0.0
0.502,0.0192,0.6971693,0.38014933,0.5,1,2.0,1.0
0.4756,0.0095,0.7128125,0.34710446,1.0,1,1.0,0.0
0.595,0.0136,0.84177995,0.34234512,0.5,1,2.0,0.0
0.353,0.012,0.6992332,0.226757,1.0,1,0.0,0.0
0.9098,0.004,0.6352251,0.18583573,1.0,1,0.0,0.0
0.4172,0.0135,0.6371135,0.34973004,1.0,1,0.0,0.0
0.4133,0.0089,0.6044344,0.284488,1.0,1,0.0,0.0
1.0,0.0123,0.9999999,0.47962722,0.6666666666666666,2,2.0,0.0
0.2707,0.0258,0.76730025,0.41192442,0.5,1,1.0,0.0
0.0,0.0,0.6903259,0.29224005,1.0,1,0.0,0.0
0.5186,0.0119,0.64547634,0.3548287,1.0,1,0.0,0.0
0.0,0.0,0.82558787,0.38711032,1.0,1,1.0,0.0
0.6666,0.017,0.8952223,0.2738254,0.5,1,1.0,0.0
0.5269,0.0069,0.6917546,0.33513743,1.0,1,0.0,0.0
0.3831,0.0033,0.7077091,0.36530325,1.0,1,0.0,0.0
0.3733,0.0098,0.7762326,0.4371235,1.0,1,0.0,0.0
0.3343,0.0078,0.7170327,0.4503627,1.0,2,1.0,0.0
0.714,0.0193,0.99481845,0.31759462,1.0,1,1.0,0.0
0.568,0.0114,0.9351561,0.46591628,0.6666666666666666,4,5.0,0.0
0.4907,0.0047,0.9567666,0.3126687,1.0,1,0.0,0.0
0.7799,0.0048,0.61585724,0.18461908,1.0,1,0.0,0.0
0.5733,0.0104,0.84948397,0.31716645,1.0,3,2.0,0.0
0.4332,0.0147,0.59368694,0.28455344,1.0,1,0.0,0.0
0.5131,0.0171,0.93381524,0.46105888,0.5,1,1.0,0.0
0.783,0.0149,0.96638745,0.47555715,0.5,2,3.0,0.0
0.4446,0.0162,0.73611516,0.33562225,1.0,1,0.0,0.0
0.3454,0.0137,0.85864246,0.32888013,1.0,1,1.0,0.0
0.8281,0.0172,0.8952223,0.27679834,1.0,1,0.0,0.0
0.4007,0.005,0.7128125,0.40776616,1.0,1,0.0,0.0
0.5161,0.0198,0.89251554,0.50047207,1.0,1,0.0,0.0
0.3445,0.0136,0.94127953,0.49272063,0.8333333333333334,5,5.0,0.0
0.9527,0.014,0.9186771,0.29182023,1.0,1,0.0,0.0
0.3073,0.0184,0.7286407,0.3760043,1.0,1,0.0,0.0
0.6146,0.01,0.6605481,0.24466781,1.0,1,1.0,0.0
0.5139,0.0195,0.9652399,0.46222785,0.8,4,4.0,0.0
0.2915,0.0196,0.7660843,0.292235,1.0,1,1.0,0.0
0.3994,0.0104,0.64571404,0.28196627,1.0,3,2.0,0.0
1.0,0.0157,0.9517131,0.26788625,1.0,1,0.0,0.0
0.5522,0.0165,0.7664757,0.33419207,1.0,1,0.0,0.0
0.0,0.0,0.7177982,0.33804256,1.0,1,0.0,0.0
0.5668,0.0213,0.88254845,0.4121449,0.75,3,3.0,0.0
0.5896,0.0157,0.90726733,0.4711871,0.5,1,1.0,0.0
0.3149,0.014,0.8904904,0.41893077,0.7777777777777778,7,8.0,0.0
0.6626,0.0138,0.90917313,0.50134265,1.0,1,0.0,0.0
1.0,0.007,1.0000002,0.3143916,1.0,1,1.0,0.0
0.3173,0.013,0.41565388,0.09826836,1.0,1,0.0,0.0
1.0,0.007,1.0000002,0.3143916,1.0,1,1.0,0.0
0.513,0.0137,0.9480512,0.456417,0.8333333333333334,5,5.0,0.0
0.4614,0.0075,0.790546,0.23338635,1.0,3,2.0,0.0
0.3591,0.0136,0.703796,0.38967812,0.5,1,0.0,0.0
0.3275,0.0163,0.77914107,0.3778432,1.0,1,0.0,0.0
0.7025,0.0139,0.93386424,0.45171753,0.75,3,3.0,0.0
0.4475,0.0222,0.7047077,0.33949834,1.0,1,0.0,0.0
0.7368,0.0147,0.91637194,0.30361444,0.5,1,1.0,0.0
0.4597,0.0042,0.6142203,0.25758392,1.0,1,1.0,0.0
0.4833,0.0053,0.8716657,0.31029692,1.0,1,0.0,28.0
0.7171,0.0042,0.6930028,0.13562296,0.5,1,2.0,0.0
0.5555,0.0037,0.8185371,0.289189,1.0,1,0.0,0.0
0.4434,0.0169,0.6095817,0.3310913,1.0,1,0.0,0.0
0.3184,0.0016,0.7543248,0.32218742,1.0,1,1.0,0.0
0.5726,0.0083,0.99481845,0.3227866,1.0,1,0.0,0.0
0.5986,0.0093,0.92881066,0.41156128,0.6666666666666666,6,7.0,0.0
0.3153,0.0201,0.81526214,0.4032096,0.5,1,2.0,1.0
0.4016,0.0117,0.8338208,0.26736176,1.0,1,0.0,0.0
0.3546,0.0205,0.6582153,0.29189098,1.0,1,0.0,0.0
0.4278,0.0055,0.8362824,0.31630948,1.0,1,0.0,0.0
0.783,0.0138,0.96638745,0.45602477,0.7,7,9.0,0.0
0.5799,0.0146,0.8543409,0.46185076,0.5,1,1.0,0.0
0.6455,0.0112,0.80662584,0.33942655,1.0,2,1.0,1.0
0.9539,0.0139,0.9098203,0.35169277,1.0,1,0.0,0.0
0.5657,0.0167,0.7646421,0.37818086,1.0,1,1.0,0.0
0.4865,0.0091,0.8090288,0.23757207,0.5,1,2.0,0.0
0.0,0.0,0.6604638,0.20635614,1.0,1,0.0,0.0
0.3269,0.0257,0.72289705,0.31415337,1.0,1,0.0,0.0
0.7171,0.0066,0.64652455,0.23834103,1.0,1,0.0,0.0
0.432,0.0096,0.66876256,0.31792623,1.0,1,0.0,0.0
0.6163,0.0139,0.75797755,0.40196496,1.0,1,0.0,0.0
0.3763,0.0211,0.83779764,0.44751468,1.0,2,0.0,0.0
0.4553,0.0057,0.7207511,0.15391046,1.0,1,0.0,0.0
0.4213,0.0168,0.8277558,0.41787747,1.0,1,1.0,0.0
0.3395,0.0076,0.6188481,0.32773024,1.0,1,0.0,0.0
1.0,0.0418,0.8489013,0.3866696,1.0,1,1.0,0.0
0.0,0.0,0.6465946,0.1398602,1.0,1,0.0,0.0
0.4878,0.0046,0.717324,0.25200886,1.0,2,0.0,0.0
0.2139,0.0082,0.6958635,0.347602,1.0,1,1.0,0.0
0.6958,0.0038,0.7424133,0.36273992,1.0,1,0.0,0.0
0.2432,0.0129,0.7046792,0.3416997,1.0,1,0.0,0.0
0.653,0.0026,0.7884698,0.32291207,1.0,1,1.0,0.0
0.3999,0.0182,0.68504715,0.26863483,1.0,1,1.0,0.0
0.4226,0.0281,0.8130597,0.48728228,1.0,1,1.0,0.0
0.3719,0.0024,0.68476015,0.14660597,1.0,1,0.0,0.0
0.3731,0.0145,0.73625636,0.3437986,0.6666666666666666,2,1.0,0.0
0.5638,0.0023,0.47414845,0.21535672,1.0,1,0.0,0.0
0.5047,0.0044,0.8071251,0.38068584,1.0,1,1.0,0.0
0.4031,0.0116,0.6599715,0.34654605,1.0,2,1.0,1.0
0.5232,0.0017,0.7733816,0.3560896,1.0,1,1.0,0.0
0.4898,0.0212,0.8086011,0.39514282,1.0,1,1.0,0.0
0.5687,0.0066,0.7782981,0.27942136,1.0,1,0.0,0.0
0.351,0.005,0.8071251,0.3331739,1.0,2,1.0,0.0
0.2464,0.0161,0.6871022,0.35999516,1.0,1,0.0,0.0
0.3063,0.0085,0.6954607,0.23274055,1.0,1,0.0,0.0
0.3962,0.0175,0.6203901,0.23340318,1.0,1,1.0,0.0
0.5061,0.0059,0.6594073,0.20752607,0.5,1,1.0,0.0
0.3994,0.0131,0.7489233,0.26493853,1.0,1,0.0,0.0
0.361,0.0086,0.7030407,0.2958969,1.0,1,0.0,0.0
0.7555,0.0135,0.8430619,0.32042748,0.5,1,2.0,0.0
0.7475,0.013,0.987266,0.3243154,1.0,1,0.0,0.0
0.0,0.0,0.73021364,0.28244528,1.0,1,0.0,0.0
0.3148,0.0132,0.5989531,0.23131421,1.0,1,1.0,0.0
0.4148,0.0147,0.67470527,0.224599,1.0,1,0.0,0.0
0.2832,0.0064,0.65981066,0.35395443,0.5,1,0.0,0.0
0.4806,0.0061,0.9147392,0.190018,1.0,1,0.0,0.0
0.2547,0.0153,0.7284109,0.23035035,1.0,1,0.0,0.0
0.0,0.0,0.84817356,0.3261423,1.0,1,0.0,0.0
0.3764,0.011,0.87106407,0.42236733,1.0,2,2.0,0.0
0.3495,0.011,0.6896074,0.32843056,1.0,1,1.0,0.0
0.2975,0.0187,0.6960488,0.29004884,1.0,1,0.0,0.0
0.6389,0.0114,0.6882074,0.34032223,1.0,1,1.0,0.0
0.3496,0.0162,0.70187724,0.3720497,1.0,1,1.0,0.0
0.5384,0.0109,0.9216746,0.25321028,1.0,1,0.0,0.0
0.6965,0.008,0.78024524,0.2718541,1.0,1,0.0,0.0
0.4881,0.0138,0.84019697,0.25359938,0.5,1,0.0,0.0
0.5029,0.0301,0.5846863,0.28553504,1.0,1,1.0,0.0
0.3274,0.0258,0.5595952,0.244919,0.3333333333333333,1,1.0,8.0
0.3314,0.0123,0.7088706,0.35587564,1.0,1,0.0,0.0
0.6158,0.0044,0.8802484,0.24674124,1.0,1,0.0,0.0
0.252,0.0031,0.6198251,0.31665128,1.0,1,0.0,0.0
0.4199,0.0097,0.77160794,0.40946284,1.0,1,1.0,0.0
0.4649,0.001,0.68333006,0.33165503,1.0,1,0.0,0.0
0.5796,0.0147,0.6427706,0.2501215,0.5,1,1.0,0.0
0.2476,0.0198,0.62641037,0.3263492,1.0,1,1.0,0.0
0.4799,0.0095,0.75185645,0.35580504,0.5,1,0.0,0.0
0.3633,0.0105,0.51634777,0.22848542,1.0,1,0.0,0.0
0.628,0.0131,0.70244205,0.43670902,1.0,3,0.0,0.0
0.4328,0.0187,0.77506423,0.33311868,1.0,3,0.0,0.0
0.3176,0.0154,0.7901839,0.4250182,1.0,3,0.0,0.0
0.3186,0.0182,0.54476017,0.24611439,1.0,1,1.0,0.0
0.3578,0.0143,0.6712039,0.29113603,1.0,2,0.0,0.0
0.3798,0.0159,0.87106407,0.40081927,1.0,2,2.0,0.0
0.2604,0.0086,0.6308954,0.2787597,1.0,2,1.0,0.0
0.4483,0.0126,0.52253175,0.17648704,1.0,1,0.0,0.0
0.6987,0.014,0.62542176,0.3136974,0.5,1,1.0,0.0
0.3537,0.0153,0.55687565,0.2949287,1.0,1,0.0,0.0
0.4036,0.0052,0.7733816,0.30935457,1.0,2,0.0,0.0
0.4249,0.0107,0.69245267,0.3432246,1.0,2,2.0,0.0
0.4189,0.0046,0.9338811,0.33504513,1.0,1,0.0,0.0
0.3765,0.0132,0.66841674,0.2759612,1.0,2,2.0,0.0
0.5972,0.0072,0.677936,0.30329543,1.0,1,1.0,0.0
0.4026,0.0088,0.61401206,0.2768951,1.0,2,1.0,0.0
0.6121,0.004,0.6252489,0.22015001,1.0,1,0.0,0.0
0.4705,0.0023,0.6567557,0.40135092,1.0,7,0.0,0.0
0.2867,0.0084,0.7457713,0.3156456,1.0,7,0.0,0.0
0.3255,0.0279,0.82320195,0.3883092,1.0,7,0.0,0.0
0.4517,0.0185,0.7024593,0.374544,1.0,7,0.0,0.0
0.326,0.0296,0.7741879,0.4448169,1.0,7,0.0,0.0
0.7978,0.0187,0.8997122,0.34921408,1.0,7,0.0,0.0
0.5306,0.0162,0.66462964,0.37505138,1.0,7,0.0,0.0
1.0,0.0215,0.9054595,0.28202042,1.0,1,1.0,0.0
0.4895,0.0008,0.4915276,0.20056449,1.0,1,0.0,0.0
0.6023,0.0007,0.7300024,0.19025907,1.0,1,0.0,0.0
0.3148,0.0204,0.73179036,0.41726184,1.0,1,0.0,0.0
0.6389,0.0104,0.7439076,0.4041939,1.0,1,0.0,0.0
0.0,0.0,0.8637794,0.35557342,1.0,1,0.0,0.0
0.4638,0.0201,0.7803466,0.3328043,1.0,1,0.0,0.0
0.3083,0.0116,0.7929163,0.39774394,1.0,1,0.0,0.0
0.0,0.0,0.48142552,0.109577335,1.0,1,0.0,0.0
0.4081,0.0156,0.6137879,0.22969824,1.0,1,0.0,0.0
0.4183,0.0211,0.82002,0.40991282,1.0,1,0.0,0.0
1.0,0.0215,0.85728395,0.2830991,1.0,1,0.0,0.0
1.0,0.0092,0.96901083,0.29011792,1.0,1,0.0,0.0
0.5903,0.0098,0.74028194,0.29439327,0.6666666666666666,2,1.0,0.0
1.0,0.0125,1.0,0.31197426,1.0,1,0.0,0.0
0.3294,0.009,0.5286872,0.21442553,1.0,1,0.0,0.0
0.292,0.0023,0.8456025,0.26825532,1.0,1,0.0,0.0
0.3983,0.0135,0.80550563,0.38342676,1.0,1,1.0,0.0
0.4194,0.0219,0.6595999,0.27854624,0.6666666666666666,2,1.0,0.0
0.0,0.0,0.7855524,0.26670927,1.0,1,0.0,0.0
0.4094,0.0057,0.7010322,0.32245612,1.0,1,1.0,0.0
0.0,0.0,0.5668081,0.141827,1.0,1,0.0,0.0
0.3607,0.0248,0.7555443,0.36072615,1.0,1,0.0,0.0
0.3823,0.0203,0.78955257,0.35015926,0.6666666666666666,2,2.0,24.0
0.3367,0.0122,0.7267655,0.34630823,1.0,1,1.0,0.0
0.4833,0.0122,0.62264365,0.30523658,1.0,1,0.0,0.0
0.4049,0.0075,0.6712039,0.303722,1.0,1,0.0,0.0
0.3155,0.018,0.7706239,0.40392303,0.5,2,2.0,0.0
0.3346,0.0156,0.76883245,0.32882544,0.3333333333333333,1,2.0,0.0
0.0,0.0,0.82058287,0.29378575,1.0,1,1.0,0.0
0.5849,0.0115,0.7705871,0.35126254,1.0,2,0.0,0.0
0.5419,0.014,0.82166064,0.41477826,1.0,1,0.0,0.0
0.5499,0.0012,0.5941676,0.2774571,1.0,1,1.0,0.0
0.4929,0.0055,0.8525187,0.2727154,1.0,1,0.0,0.0
0.6117,0.0047,0.8123517,0.35225767,1.0,1,1.0,0.0
0.4605,0.0135,0.75211716,0.28711614,1.0,1,0.0,0.0
0.3648,0.0262,0.7424724,0.37820143,1.0,1,1.0,0.0
0.4315,0.0135,0.68060863,0.34708422,0.5,1,1.0,0.0
0.442,0.0214,0.5826798,0.27078375,1.0,1,1.0,0.0
0.7111,0.0075,0.5804546,0.28951746,1.0,1,0.0,0.0
