content_dup_score,lexical_similarity_score,semantic_dup_score,semantic_similarity_score,temporal_burst_score,posting_freq_per_hour,sna_out_deg,sna_in_deg
0.4715,0.0115,0.7295122,0.26648173,1.0,1,1.0,0.0
0.4057,0.0214,0.82166064,0.47173777,1.0,1,1.0,0.0
1.0,0.0139,0.9999995,0.42334053,1.0,1,1.0,0.0
0.3087,0.0216,0.66240734,0.329689,1.0,1,1.0,0.0
0.3396,0.0076,0.8056885,0.42313737,1.0,1,0.0,0.0
0.3806,0.0108,0.7436228,0.33154947,0.3333333333333333,1,3.0,5.0
0.431,0.0154,0.79824567,0.31560943,1.0,1,0.0,0.0
0.7933,0.0065,0.8076972,0.3058996,0.5,1,2.0,1.0
0.6095,0.0081,0.58312756,0.285906,1.0,1,1.0,1.0
0.3533,0.0224,0.77618825,0.33485293,1.0,1,1.0,0.0
0.4357,0.0123,0.7842527,0.27245653,1.0,1,1.0,0.0
0.8165,0.0014,0.60306287,0.17454118,0.5,1,0.0,0.0
0.7352,0.0037,0.6911081,0.35633373,1.0,1,1.0,0.0
0.2364,0.0088,0.73203564,0.28513142,1.0,1,1.0,0.0
0.511,0.0007,0.593639,0.1598176,1.0,1,0.0,0.0
0.3274,0.012,0.73662376,0.28681856,1.0,1,0.0,0.0
0.3968,0.0292,0.7624488,0.35842413,1.0,1,0.0,0.0
0.3447,0.0158,0.78519976,0.35468698,0.5,1,0.0,2.0
0.4279,0.013,0.72285944,0.36624968,1.0,1,0.0,0.0
0.7955,0.0068,0.70596486,0.24679254,0.5,1,1.0,0.0
0.6987,0.0096,0.76524043,0.23095177,1.0,1,0.0,0.0
0.3602,0.011,0.7242676,0.21796952,1.0,1,0.0,0.0
1.0,0.0139,0.9999995,0.42334053,1.0,1,1.0,0.0
0.3661,0.0118,0.7153058,0.3056796,1.0,1,0.0,0.0
0.6108,0.0126,0.7830318,0.3416132,0.5,1,2.0,1.0
0.3657,0.0152,0.59894127,0.2698013,0.5,1,2.0,0.0
1.0,0.007,1.0000002,0.3143916,1.0,1,1.0,4.0
0.2886,0.0048,0.72794026,0.2668082,1.0,1,1.0,0.0
0.2794,0.0161,0.77138114,0.34762052,1.0,1,1.0,0.0
0.2543,0.0085,0.6654725,0.27762678,1.0,1,1.0,0.0
0.4817,0.0082,0.67077243,0.32597142,0.5,1,0.0,2.0
0.3844,0.0071,0.6498342,0.30468896,0.5,1,2.0,1.0
0.3801,0.0023,0.7796531,0.41024745,0.3333333333333333,1,0.0,0.0
0.0,0.0,0.7254495,0.30499023,1.0,1,1.0,0.0
0.3344,0.0239,0.7361909,0.43981203,1.0,1,1.0,0.0
0.6226,0.0029,0.86540806,0.2927796,1.0,1,1.0,1.0
0.4085,0.0011,0.77073276,0.26824096,1.0,1,1.0,1.0
0.3643,0.0118,0.839326,0.39292383,0.5,1,2.0,1.0
0.2719,0.0142,0.6947741,0.2658893,1.0,1,1.0,0.0
0.3925,0.0141,0.74028194,0.3322723,0.5,1,1.0,1.0
0.2581,0.0136,0.7260114,0.42397484,0.4,2,3.0,2.0
0.2878,0.0094,0.7591444,0.39923012,0.5,1,0.0,23.0
0.3712,0.005,0.6571149,0.3540967,1.0,1,1.0,0.0
0.3557,0.0176,0.89251554,0.447302,1.0,1,1.0,0.0
0.3937,0.0038,0.7459236,0.37311178,1.0,1,1.0,1.0
0.5878,0.015,0.71665996,0.22287999,1.0,1,1.0,0.0
0.2946,0.0054,0.720881,0.4077803,0.5,2,3.0,2.0
0.2807,0.0258,0.7267373,0.39886054,1.0,1,1.0,0.0
0.5587,0.0018,0.5841824,0.3311546,1.0,1,1.0,0.0
0.2325,0.0131,0.6565733,0.36021692,0.6666666666666666,4,1.0,1.0
0.4294,0.0055,0.76811075,0.35668504,0.5,1,2.0,0.0
0.3589,0.023,0.83182406,0.44374743,1.0,1,0.0,0.0
0.4788,0.0071,0.7269416,0.3663595,1.0,1,1.0,0.0
0.3043,0.0144,0.7342019,0.3983436,0.6666666666666666,4,1.0,1.0
0.3772,0.0218,0.7214334,0.37352425,0.6666666666666666,4,1.0,1.0
0.3737,0.025,0.6969265,0.35325187,0.6666666666666666,4,1.0,1.0
0.2524,0.0169,0.73652565,0.40988225,1.0,1,0.0,0.0
0.3546,0.0015,0.5098052,0.14450479,1.0,1,0.0,0.0
0.7982,0.0009,0.72849643,0.18943073,1.0,2,1.0,0.0
0.3161,0.01,0.6617173,0.33286923,1.0,1,1.0,0.0
0.5246,0.0153,0.7158773,0.3680091,1.0,1,1.0,0.0
0.2898,0.0243,0.6582153,0.34406894,1.0,2,1.0,0.0
0.4357,0.0142,0.79824567,0.3916886,0.4,2,3.0,2.0
0.2241,0.0111,0.7595484,0.35312638,1.0,1,1.0,0.0
0.4866,0.0142,0.6214287,0.32217214,1.0,1,1.0,0.0
0.3973,0.0109,0.77610296,0.30608213,0.4,2,3.0,2.0
0.435,0.0157,0.8165078,0.46079576,1.0,1,0.0,0.0
0.3427,0.0104,0.8095027,0.36131984,0.3333333333333333,1,3.0,1.0
0.4107,0.0048,0.70800185,0.28903872,1.0,1,1.0,0.0
0.4447,0.0115,0.6874646,0.2377611,1.0,1,1.0,0.0
0.3518,0.0142,0.7155017,0.31088805,1.0,1,1.0,0.0
0.6157,0.0088,0.62801147,0.3614557,1.0,1,1.0,1.0
0.8293,0.0124,0.91293764,0.30707598,1.0,1,0.0,0.0
1.0,0.0215,0.6996728,0.2480159,1.0,1,0.0,0.0
0.6603,0.0157,0.7137077,0.36973152,0.5,1,2.0,0.0
0.4457,0.0219,0.6857861,0.3963874,0.5,1,0.0,0.0
0.2555,0.008,0.60522664,0.31659606,1.0,1,0.0,20.0
0.3145,0.0294,0.8180171,0.4401501,1.0,1,1.0,0.0
0.2606,0.0072,0.7842527,0.36447126,1.0,1,1.0,0.0
1.0,0.0153,0.99999976,0.22779432,0.6666666666666666,2,2.0,24.0
0.3121,0.0069,0.6546671,0.24764971,1.0,1,1.0,0.0
0.5678,0.0153,0.6893366,0.39021352,0.3333333333333333,1,3.0,1.0
0.7528,0.0022,0.8226806,0.38030565,1.0,1,1.0,0.0
0.4928,0.0106,0.7661372,0.37743393,1.0,1,0.0,0.0
0.2534,0.0042,0.6083758,0.31434232,0.5,1,1.0,1.0
0.5034,0.0096,0.75003195,0.4333658,1.0,1,0.0,0.0
0.3973,0.007,0.79784024,0.38429785,0.4,2,3.0,2.0
0.413,0.0057,0.61643827,0.28750062,0.5,1,1.0,2.0
0.5076,0.022,0.6409532,0.26640204,1.0,1,1.0,0.0
0.2582,0.0081,0.76537794,0.34821534,0.6666666666666666,4,1.0,1.0
0.6662,0.0059,0.80266136,0.32027826,1.0,1,1.0,0.0
0.6978,0.0129,0.76120317,0.23252486,1.0,1,0.0,0.0
0.3656,0.0138,0.72687685,0.33124626,1.0,1,1.0,0.0
0.3572,0.0119,0.65981066,0.31144166,0.5,1,1.0,0.0
0.456,0.0075,0.6874646,0.20091672,0.6666666666666666,2,1.0,4.0
0.3296,0.0084,0.6894134,0.35128695,1.0,1,1.0,0.0
1.0,0.0153,0.99999976,0.22779432,0.6666666666666666,2,2.0,24.0
0.3012,0.0039,0.57682383,0.32615826,1.0,1,1.0,0.0
0.2736,0.0071,0.5693855,0.27654117,1.0,1,0.0,0.0
0.34,0.0096,0.730209,0.3358266,0.5,1,2.0,0.0
0.2972,0.0176,0.78176475,0.35034218,0.6666666666666666,4,1.0,1.0
0.3109,0.019,0.7998046,0.3858254,1.0,1,0.0,0.0
0.5687,0.0127,0.7940583,0.38692713,1.0,1,0.0,0.0
0.3572,0.0053,0.7762971,0.41477665,1.0,1,0.0,0.0
0.3828,0.019,0.7764792,0.43205363,1.0,2,1.0,0.0
0.2477,0.0086,0.50478303,0.23714817,1.0,2,1.0,0.0
0.3528,0.0206,0.6876002,0.3468889,1.0,1,1.0,1.0
0.3449,0.0139,0.67375576,0.26583576,1.0,1,1.0,0.0
0.3529,0.0276,0.78585136,0.37650037,1.0,1,1.0,0.0
0.3894,0.0066,0.62398434,0.31976107,0.6666666666666666,2,1.0,4.0
0.456,0.0045,0.5665418,0.29742002,0.6666666666666666,2,1.0,4.0
0.3668,0.0167,0.5524869,0.26411384,1.0,1,0.0,0.0
0.4489,0.0218,0.76916313,0.382548,0.3333333333333333,1,0.0,0.0
0.3879,0.0005,0.60546017,0.2128254,1.0,1,1.0,0.0
0.6978,0.0169,0.702013,0.28874776,0.5,1,1.0,0.0
0.3159,0.0094,0.6202533,0.23961575,0.5,2,1.0,1.0
0.448,0.0185,0.8277558,0.39643568,0.6666666666666666,2,1.0,0.0
